,0
0,0.015946333098668095
1,0.008436033085257552
2,0.00405032999918543
3,0.003906145246039265
4,0.002233683543624172
5,0.0010998405625752092
6,0.0010535581150606344
7,0.001046253907369799
8,0.0012939017958307445
9,0.0011316490798628444
10,0.0015744213984545162
11,0.003983426521413921
12,0.004563112306868526
13,0.004348846044619418
14,0.0014698329081501052
15,0.0007290882664405127
16,0.0008498715436015299
17,0.0006501668487374841
18,0.0007652744424408903
19,0.0007417385939024505
20,0.0007560877804880393
21,0.0007398119706703797
22,0.0009595222456207058
23,0.0006609421971232614
24,0.0005385215533132082
25,0.0004915687497799432
26,0.00046097687299655654
27,0.0004213982614509518
28,0.0004115654487746438
29,0.0004127772453140473
30,0.0004352971576674563
31,0.0003268400760613105
32,0.0003075811156470114
33,0.00021799836380049175
34,0.00023094879040708603
35,0.00022121274164530608
36,0.01721669911692603
37,0.018044750245246332
38,0.018886805887021737
39,0.019751796433532455
40,0.022724036475749422
41,0.02196050473282871
42,0.02335539216527246
43,0.023233311220707105
44,0.02143541865117839
45,0.02225122849265417
46,0.02255265308041517
47,0.023235546032793184
48,0.023106969390021614
49,0.022924346760353098
50,0.023071994989186047
51,0.022762141650029374
52,0.020571690415288342
53,0.0206620052175315
54,0.020289415513835833
55,0.020300119464433643
56,0.021329206712090286
57,0.02122957602032117
58,0.021093426987639184
59,0.0222326057998333
60,0.022173308870358812
61,0.02239480562053368
62,0.022015709937525847
63,0.021393735184554983
64,0.019390134901617225
65,0.017673904043090372
66,0.018005558916158175
67,0.017782481946977277
68,0.01800424484275733
69,0.017432701590792174
70,0.017349798740574556
71,0.017106616438221124
72,0.01794040473019415
73,0.018566890019737638
74,0.019036354101858444
75,0.020491969966749585
76,0.019471209012073016
77,0.019559698593319703
78,0.019164058993986943
79,0.01761346996091865
80,0.01951403928799823
81,0.017537078904025668
82,0.017407675505396167
83,0.01754828039313929
84,0.017526922665073098
85,0.01737556057949663
86,0.016162836799784443
87,0.01985223404732949
88,0.0150476060996209
89,0.01587584570649647
90,0.013669232070657924
91,0.011832091777125783
92,0.00941225721728156
93,0.009657513383988844
94,0.010219410556846017
95,0.010534370299916973
96,0.010660781182114545
97,0.010776572767291156
98,0.011221483672153571
99,0.011356295289166459
100,0.011203966121185337
101,0.011236063702325369
102,0.01114542697726133
103,0.010879853906280715
104,0.010485118041263527
105,0.010701925460101064
106,0.009238524989419497
107,0.009299591223585528
108,0.009163120219396224
109,0.00878571016040127
110,0.008443055689570376
111,0.008242735460215393
112,0.009135805455642295
113,0.008680492923020118
114,0.008887121836203998
115,0.009090335252640885
116,0.008460010809456322
117,0.007986692702855212
118,0.007803919684785922
119,0.007578074400067419
120,0.007959436775484002
121,0.008420523431920193
122,0.008241130777043677
123,0.008053758026593635
124,0.007783445728388421
125,0.007872767452077876
126,0.008045884201630367
127,0.00781898634118155
128,0.007807255325662046
129,0.007852306422455511
130,0.0075165175379995055
131,0.007713035482339102
132,0.00761919634463017
133,0.0075268672340318395
134,0.007283284932119184
135,0.007431307995982595
