,$\beta$,$\omega$,$d_P$,$E(0)$
125,1.23078739276622e-08,0.0047793969181833505,0.06435820839129691,1278.4773612302909
126,1.2485388903258988e-08,0.004886400314341997,0.06175775643707837,1196.6187493539403
127,1.2674559423255967e-08,0.004989557865062532,0.06311050158583112,1159.1921092519976
128,1.230343854995e-08,0.004791243964795378,0.061063985028480296,1263.7979954283235
129,1.2476456753453795e-08,0.004885679059475745,0.06485216566931445,1237.6042153846365
130,1.2555501950132069e-08,0.004957823112171087,0.0626156209485975,1208.3773703198551
131,1.2326761360864937e-08,0.004807976254016812,0.061446640956597166,1249.3671810090884
132,1.246188346992254e-08,0.004849515312751212,0.06232307172319573,1189.2868083975673
133,1.2410891851676294e-08,0.004862185106702782,0.06428010605350686,1273.1109370411364
134,1.2386026316744856e-08,0.004834981566812773,0.062235007890708356,1243.1072370659674
135,1.2270564599405927e-08,0.0047755806949638085,0.0627769461154622,1280.138189804393
136,1.2366374080358067e-08,0.004850566770187057,0.06199664701358546,1266.6313881479196
137,1.2257123751861112e-08,0.004785161474634466,0.06299033080457796,1300.569995860409
138,1.2376195164772749e-08,0.0048382701543415695,0.06125528281370855,1242.284449933784
139,1.2314387081089936e-08,0.004808446543620663,0.06200454259905828,1254.9020341255302
140,1.241077674009531e-08,0.004850702861633001,0.06282123480919062,1242.795415495249
141,1.227102424406983e-08,0.0047782969358034005,0.06191401650152047,1288.8246619230972
142,1.2297170442573524e-08,0.0047647371762714495,0.06242211166474473,1243.3322702186326
143,1.255339169294725e-08,0.00490754850030373,0.06139191964200734,1166.194398276574
144,1.2409146797350618e-08,0.004857849129655734,0.06090934386917099,1232.1012921345505
145,1.2370011479547024e-08,0.00483202670539158,0.06261151818575697,1251.5910291704224
146,1.2362099755638566e-08,0.004841528741527849,0.06234556946208877,1261.7039524012114
147,1.2383206703335993e-08,0.004860843450568436,0.0637561191381113,1277.472676479855
148,1.2373353786737965e-08,0.004829507542496179,0.061723682728476184,1244.2456410272957
149,1.2312714521169243e-08,0.004772835732673578,0.0620122127780502,1248.1984530679413
150,1.2397198060907038e-08,0.004844102752527203,0.06295542961268695,1255.147901392275
151,1.2444626069789728e-08,0.004855605665291115,0.06205485649237546,1221.2459506824669
152,1.245422274792124e-08,0.004873018984549275,0.06229640460481471,1222.863126425317
153,1.2286363872344614e-08,0.004805892689303847,0.06316069642024673,1302.521074403193
154,1.2544378057114865e-08,0.0049387052366206005,0.06264823467692934,1202.9940946727477
155,1.2529329938778714e-08,0.004933500325682041,0.06165071077917489,1201.0676021990453
156,1.2505525913466671e-08,0.0049161160344043464,0.060168213340490946,1196.345292663378
157,1.2385871986996148e-08,0.004827390844511065,0.06002978102014489,1211.816072703157
158,1.2327077173995142e-08,0.004820071074021853,0.06299992287305992,1272.6230445674946
159,1.237179441361626e-08,0.004831684457427073,0.05987885020330606,1226.115140644879
160,1.2584590434169772e-08,0.004966856623355848,0.060870584292483806,1181.1083853970733
161,1.2478476803660571e-08,0.004910517581140459,0.06129284858486161,1221.4983738610006
162,1.2437477879685003e-08,0.004875415377071041,0.06301794071919362,1235.858004240011
163,1.2577509802937324e-08,0.004981218517552031,0.0621696979129027,1209.514993595855
164,1.2441966852007488e-08,0.0048599127407029635,0.06307785068834305,1229.278807013049
165,1.2522898184160078e-08,0.004922867220363396,0.06206274412587,1195.729249316369
166,1.2350612542999052e-08,0.004815190378836894,0.06222979535524244,1256.599120762192
167,1.261783473659089e-08,0.0049936991504135895,0.06241804101154547,1193.856294503208
168,1.2405754509826474e-08,0.004868740153203518,0.06175772396007588,1246.9495281656693
169,1.2307300197293141e-08,0.004800247104492034,0.0595517619625869,1245.2646978262972
170,1.2729471030438591e-08,0.005043569697656307,0.06121619089043632,1140.1128218808026
171,1.2498685978399178e-08,0.004902112935176894,0.0638559713511448,1225.183290133587
172,1.2540091559592789e-08,0.004958071301783321,0.06226107593427295,1219.166898989381
173,1.262262791761458e-08,0.004968036695069274,0.06323649725613835,1179.8171244998982
174,1.2404880593225337e-08,0.004838309004461374,0.06532490914289572,1258.5612343616392
175,1.2238096428190644e-08,0.004735417112824582,0.06270462092591324,1279.1732256351654
176,1.2449963559210805e-08,0.004885999522637591,0.062462723975629984,1232.9798657117303
177,1.2466641642108031e-08,0.004889613031332161,0.06117337212723602,1204.6027594300233
178,1.2468093665703282e-08,0.004877286491344316,0.05861278168310859,1174.8513424805992
179,1.2451411636290725e-08,0.004868402085453055,0.061065409169135935,1202.9694784677758
180,1.2364400653209802e-08,0.004819631336574831,0.06466641765008409,1266.3157293800614
181,1.2450066694989888e-08,0.004875338158503564,0.06235093731288013,1221.6565264767066
182,1.2374579965022752e-08,0.004831264183336899,0.06261739735366302,1251.1036419115233
183,1.2400397431189683e-08,0.004841037162218932,0.06251126685059852,1233.8240176325378
184,1.2436150461642511e-08,0.004858374990539812,0.06196850510068432,1218.6844063146439
185,1.2396820500786626e-08,0.004852401867408317,0.06337954759984582,1247.076507196867
186,1.2362027507648379e-08,0.004831229932376388,0.06257327512256208,1261.971593632074
187,1.244335470633292e-08,0.004882218841572535,0.061527836828709714,1224.7853422875874
188,1.250079870751387e-08,0.004895266269311165,0.062425051303401674,1206.5767832223737
189,1.2406758387157145e-08,0.004847910411219351,0.061267780489828456,1225.5289756403977
190,1.2522233490704301e-08,0.00492418112251328,0.06354757651453734,1213.539875275851
191,1.24234798488121e-08,0.004855679232039624,0.0630626203574037,1241.6075032014771
192,1.2417438256369848e-08,0.004839277753145635,0.06378284746380689,1223.136994778277
193,1.2461553134072298e-08,0.004879861112392429,0.06166741794887443,1212.7093848937395
194,1.2361636557291888e-08,0.004819283775010251,0.061605444395876445,1242.5255071040253
195,1.239975608786489e-08,0.00483864982688879,0.060975935789409255,1216.0711438511828
196,1.2434874464377052e-08,0.004885074051718282,0.06301477994947063,1253.0706067523868
197,1.2373816057517365e-08,0.004835053168589533,0.060778529605240474,1231.8299279537375
198,1.2554993033141226e-08,0.004950186605836922,0.06441652450486626,1215.2456881421554
199,1.246610645518051e-08,0.004890661539315442,0.060961023305987516,1199.0612515121575
200,1.2563898998657504e-08,0.0049169523648779035,0.06317013832176605,1183.5768838644224
201,1.23557131883126e-08,0.004845926868197044,0.06266267748050455,1276.0736826173477
202,1.2460573271429636e-08,0.004871074938836763,0.06164214397705053,1204.5211547747708
203,1.2502527055263941e-08,0.004900079803237644,0.06263325128464191,1203.2991568532923
204,1.2452343134958092e-08,0.004873895665426633,0.06093276278109299,1201.1631250998846
205,1.25092577503176e-08,0.004923704011689139,0.0635537159724673,1234.6926130964569
206,1.247697248729478e-08,0.004905079215796894,0.061885042093490314,1219.8599776890262
207,1.2564564867641276e-08,0.004938527104839714,0.06309414153083745,1197.1903678627775
208,1.2417511274465583e-08,0.0048642886130648745,0.06254056724373377,1236.9125579827403
209,1.2454582421963909e-08,0.004895018551785611,0.06158661145770065,1230.2818157762338
210,1.2402398775520499e-08,0.004858179402273428,0.06315881996790289,1252.9014075931664
211,1.240206821114371e-08,0.004861290230561322,0.06220026377186319,1250.6410357541247
212,1.2375231296371661e-08,0.004834420496600722,0.06316523889533028,1258.1833419877087
213,1.2315839451407676e-08,0.004822262338021022,0.06348284099646562,1293.5851599092518
214,1.258720865427848e-08,0.004971257739089121,0.06285038835576578,1201.9655701274985
215,1.2267485757828151e-08,0.004759922878415232,0.061426714973101,1261.0853304745706
216,1.23751726509727e-08,0.0048465194095860965,0.06362589801410166,1268.8300786588034
217,1.2388187399147392e-08,0.00485296894641995,0.06054472707603895,1239.1219656769224
218,1.2337570603592189e-08,0.004821459463668258,0.0633091276029529,1271.4071987138702
219,1.2370651696421696e-08,0.004817737867848894,0.06242843682761547,1255.0151350533436
220,1.2349590348348837e-08,0.004808939614974922,0.06146650149333597,1242.5213981644774
221,1.2569065067203012e-08,0.004939144804591204,0.061866551629851836,1185.9863506038334
222,1.2415641431197709e-08,0.0048527916182173995,0.06173030330697954,1231.738495020125
223,1.2353717859663393e-08,0.004829406321352418,0.06276941392609202,1256.0766728462186
224,1.260944389948832e-08,0.004973276065894873,0.061251764768965614,1173.6434544444448
225,1.2286936928499481e-08,0.004785133858206099,0.060122961203158236,1248.5172241298055
226,1.2465015464274408e-08,0.0048712579997584925,0.06247940061681301,1211.2011952585267
227,1.2273628130278531e-08,0.004772058787295102,0.06310964964033004,1295.4184139701476
228,1.2374875459367954e-08,0.0048357794020243644,0.06239922911900272,1257.6640069473028
229,1.2435999447569902e-08,0.0048787174563857914,0.06088876657172228,1223.3058287357362
230,1.2517916857179866e-08,0.004906147140386075,0.06329721970201893,1205.5325180488935
231,1.2393667681702444e-08,0.004881102608886454,0.061494689560489986,1257.850849430788
232,1.2480625457331469e-08,0.004882457075725245,0.05879705545595039,1170.9431404566815
233,1.2307862779181193e-08,0.004810370527272963,0.0627985383700954,1281.445644515964
234,1.2476397843847805e-08,0.00486717937491569,0.06360010515625224,1217.6229363607174
235,1.229607322748912e-08,0.0047917424321919635,0.061668651893234304,1272.5197389200555
236,1.240326896094456e-08,0.0048430170684403305,0.06118983619562349,1217.543736674212
237,1.2510874382596472e-08,0.004885222560263644,0.060525521505174665,1161.2685940050499
238,1.2533923838667911e-08,0.004949331086304705,0.06443556163606695,1242.0965364970953
239,1.2418727130869609e-08,0.004851618599492503,0.06321338854209065,1235.9427678542227
240,1.2285853578213508e-08,0.004816686324326466,0.0610142336133984,1286.7988342135875
241,1.2374805113353679e-08,0.004841561762137805,0.06142747614144577,1254.9454774118856
242,1.2431799693640424e-08,0.004870796284485982,0.06303064653954386,1239.6212694666583
243,1.2482652050733364e-08,0.004891212224618778,0.06321595750698464,1215.0235517360202
244,1.2391830259633548e-08,0.0048476433098414255,0.06405432123853182,1270.5920747194082
245,1.2519581907768652e-08,0.004911941188747761,0.059738260841632994,1182.0847941448008
246,1.2326229979206644e-08,0.004786560254796376,0.06382564331396247,1266.4174343604634
247,1.2397528845851128e-08,0.004834659925057635,0.06239270536573257,1231.6207201118407
248,1.248934510963522e-08,0.004893332799712915,0.063638178683106,1218.1011060013625
249,1.2494761026457505e-08,0.004905455078455383,0.0627707926828582,1212.8959533132568
250,1.2486534959480624e-08,0.00489136380748171,0.06317368269265143,1212.5093017035877
251,1.233270076067053e-08,0.004802539634542783,0.06163899239865164,1245.4559458408237
252,1.259207504019211e-08,0.004956607299660878,0.06358844331775844,1195.9162371478003
253,1.2496048358205194e-08,0.0048768242943360695,0.06160264415757638,1184.6367242910997
254,1.2570201618662259e-08,0.0049420154464885685,0.06237772077340705,1195.9932992780375
255,1.2537326293447887e-08,0.00492573633659306,0.06076804465700087,1187.3957118050039
256,1.2483955854918182e-08,0.004887785588553792,0.06493933844607243,1231.6803028246852
257,1.250995851885782e-08,0.004915284949096815,0.06454780340623355,1228.118499459484
258,1.2636136175914671e-08,0.004975680382815697,0.06349012738544062,1175.836260106494
259,1.2482332589647523e-08,0.004900141937282149,0.06151665015724645,1212.5489297886154
260,1.24637463386634e-08,0.004874098192006011,0.0628594265201607,1223.7367191643152
261,1.2525119407388795e-08,0.00493893810684679,0.06162377214764047,1211.1664209450375
262,1.2440666578379593e-08,0.004866098734861554,0.06301592587086854,1232.2119431895082
263,1.2388067012463727e-08,0.004846769759191743,0.06267177401883714,1253.4832415910641
264,1.2558767076217264e-08,0.004934701824906774,0.06202992640550424,1191.2325052975334
265,1.245246552948905e-08,0.004872806173513816,0.0626896327548103,1231.113854698208
266,1.2375962763734737e-08,0.00484437823967883,0.06272169422455068,1253.225077419029
267,1.2617666757481162e-08,0.0049660003207174465,0.06197940288370319,1172.9869600200552
268,1.2166011338410302e-08,0.004718468625949494,0.06360498006978269,1335.0180584585116
269,1.2380510547237116e-08,0.004835182468027775,0.0623458869902027,1242.7829093655714
270,1.2381601421935058e-08,0.004831262022246561,0.06206251910542597,1236.3557860599637
271,1.2552575084034172e-08,0.004922112277139223,0.06269027071973171,1177.770419267059
272,1.2458122614533003e-08,0.004877931723754104,0.05989206738218766,1199.1003289356752
273,1.2245565222962664e-08,0.00472447086075383,0.062210150412192335,1262.8178325172873
274,1.2284191080027399e-08,0.004775876440028559,0.062390620640534786,1270.5762849683513
275,1.2187845269118329e-08,0.004712729134046141,0.06171210758033775,1288.8829508426445
276,1.2501848149181348e-08,0.0049080958795579555,0.06432575431385289,1220.2011249531079
277,1.254040541481229e-08,0.004921109943772154,0.0630990746449299,1198.3945885198066
278,1.263128973913282e-08,0.004998052957947456,0.06204367183750318,1176.1003462827637
279,1.2327495508597496e-08,0.004816453455554099,0.06059759264299958,1242.558564650116
280,1.2469020298068881e-08,0.004901209020621322,0.06290335066237886,1234.113842298654
281,1.2546182118735742e-08,0.0049320673492098885,0.0607488086286701,1179.6376331613753
282,1.2412765903054614e-08,0.004864858282468183,0.0611968559063879,1230.454424824734
283,1.2469164004762456e-08,0.0048920082668268946,0.06199704618720775,1222.6434668525653
284,1.2329245752525927e-08,0.004793487216505484,0.060131694167773427,1224.5698990755934
285,1.231121889146314e-08,0.004779371391013927,0.062311559345585125,1251.237353839187
286,1.2320086406404126e-08,0.004819345284927692,0.06115198561298533,1271.4359712898604
287,1.2513675694302737e-08,0.004897522451804997,0.06229203535588239,1193.423460978164
288,1.2392776524792984e-08,0.0048374774409951585,0.06297650941673522,1238.3306206494094
289,1.2608160117803e-08,0.004955194981253928,0.06271114523502291,1175.2622438283827
290,1.2445422060783515e-08,0.004899915277956562,0.06343941167987768,1255.5443879293143
291,1.232961977746418e-08,0.004815773241743636,0.060647950583082276,1247.6632206746576
292,1.2389736785672333e-08,0.004838950592517467,0.06292150948473195,1241.0589085699776
293,1.2445356984084188e-08,0.004878255928178961,0.060618363271527795,1205.9705434381442
294,1.231768240365935e-08,0.0048089021177644764,0.06328786470145598,1283.7076375084275
295,1.242951589623466e-08,0.00485887523974805,0.06282871848578295,1226.3639260135965
296,1.2456331898478806e-08,0.0048681341974327755,0.06228162086324834,1214.8825381194436
297,1.2393267155361302e-08,0.004852342992106202,0.06231631450766843,1244.0794792604916
298,1.2311081434771903e-08,0.004803623168464938,0.06372598482679656,1282.1563714897297
299,1.2384545610418e-08,0.004837342963878288,0.06262402974609907,1246.6676356111666
300,1.2363499455658411e-08,0.0048249063696926674,0.06339063505831156,1257.7222391023467
301,1.2445476932012996e-08,0.004888145045967363,0.059698823110093356,1209.3671771149427
302,1.2228351175097367e-08,0.0047684796816626004,0.06218517268874951,1306.061908621751
303,1.2444073793254709e-08,0.004891184809293681,0.06245020653638347,1245.2362226174755
304,1.2452044987385961e-08,0.004894534769141261,0.06199652537826255,1225.1341589816639
305,1.2444953109547242e-08,0.004892061626971875,0.06418033356023413,1256.526086739009
306,1.2305882379432578e-08,0.004782042809352373,0.06118414464846189,1257.8989641966168
307,1.2362686964132283e-08,0.004827788949166005,0.06239796222628958,1248.5492675818557
308,1.2510726173844785e-08,0.0049046311593744975,0.06343569700178263,1224.502113739433
309,1.239037509603252e-08,0.0048138279021154315,0.06233036767638947,1220.6819349674784
310,1.2377345445716411e-08,0.00482212093266809,0.06187518591705902,1230.8373375644107
311,1.2418276267970363e-08,0.004847648370154606,0.06257974638700103,1233.1587443026958
312,1.2286295546157679e-08,0.004776288830628445,0.0645220192383527,1286.2555399459618
313,1.2480551061324792e-08,0.004901011560596287,0.06367525289872293,1233.4433748304725
314,1.2472885708748403e-08,0.0048895212863432555,0.061752259211557685,1216.4742254566668
315,1.2491435659067797e-08,0.004895590434916747,0.06112112331831109,1187.6403809124538
316,1.2320972321481612e-08,0.0047886512108990175,0.06439445131525952,1281.550501923587
317,1.2345099659720163e-08,0.004786516404774894,0.06525288192995567,1255.836557809
318,1.2327367196202466e-08,0.004804701552979144,0.062264681554785116,1254.243926210262
319,1.2429916379810795e-08,0.004855913887211255,0.062421341526145584,1226.5938857190793
320,1.227167555617931e-08,0.0048005561078933974,0.060870183849040964,1286.6125044832602
321,1.2492069105027032e-08,0.004929587459306643,0.0594274904860736,1205.8466356689735
322,1.2447857841323286e-08,0.0048775003410594705,0.062413587368444774,1226.404802622438
323,1.2312142102783809e-08,0.004816868566971361,0.06367549718381514,1297.2738749572106
324,1.2419883282510044e-08,0.004855027609242613,0.06170136578750465,1228.4511103950504
325,1.2533755399054799e-08,0.004906887386711936,0.06330355273017818,1199.8927541293242
326,1.2382592396456352e-08,0.004827286501679673,0.06074096610055533,1222.2947733344085
327,1.2393710147645024e-08,0.004854199087424492,0.06261328936226136,1256.873517838668
328,1.222944243197168e-08,0.004745516988595065,0.06438256244852772,1306.4959912465713
329,1.2667370622867025e-08,0.005010904812293506,0.06211439054179618,1169.4373080281614
330,1.2358605492350583e-08,0.004833457472133166,0.06438690172576299,1289.0332713546711
331,1.2406301689139278e-08,0.004857060330401108,0.06240033493926906,1242.9804827764574
332,1.2578710637701738e-08,0.004938237811433724,0.06297972458411516,1180.7814593413257
333,1.2472740021920649e-08,0.004882545278184702,0.06284657206885957,1222.381670470365
334,1.2577195637683244e-08,0.004939965963973821,0.06190953399615333,1182.4043805274823
335,1.2436025551701726e-08,0.004853042819948173,0.06286857049966106,1229.2988990258903
336,1.2126234653986112e-08,0.00468551479307936,0.0636547788997732,1333.6244093388473
337,1.256759775443181e-08,0.004939274905368638,0.06337423629452893,1194.8407161271737
338,1.2448833438733989e-08,0.004869025184209195,0.06350093805754486,1228.8169152932749
339,1.2368376116418602e-08,0.004803548907928495,0.06255174970663092,1231.6681434338893
340,1.257793480821295e-08,0.004936641501793196,0.061417590781958784,1173.6587972490115
